Date/Time,OFFICE_BACK_Zone Inverse Solution,OFFICE_CORE_Zone Inverse Solution,OFFICE_FRONT_Zone Inverse Solution,OFFICE_LEFT_Zone Inverse Solution,OFFICE_RIGHT_Zone Inverse Solution
 07/27  14:00:00,10.87666667,39.09833333,10.87333333,6.8,6.808333333
 07/27  15:00:00,14.93166667,53.64166667,14.93166667,9.338333333,9.345
 07/27  16:00:00,5.22,18.785,5.221666667,3.26,3.27
 07/27  17:00:00,3.006666667,10.82,3.013333333,1.885,1.883333333
 07/27  18:00:00,0,0,0,0,0
 07/27  19:00:00,1.423333333,5.115,1.423333333,0.891666667,0.891666667
 07/27  20:00:00,1.366666667,4.913333333,1.366666667,0.856666667,0.856666667
 07/27  21:00:00,0.765,2.748333333,0.765,0.478333333,0.478333333
 07/27  22:00:00,0.643333333,2.311666667,0.643333333,0.4,0.4
 07/27  23:00:00,0.113333333,0.406666667,0.113333333,0.071666667,0.071666667
 07/27  24:00:00,0,0,0,0,0
 07/28  01:00:00,0,0,0,0,0
 07/28  02:00:00,0,0,0,0,0
 07/28  03:00:00,0,0,0,0,0
 07/28  04:00:00,0,0,0,0,0
 07/28  05:00:00,0,0,0,0,0
 07/28  06:00:00,1.64,5.9,1.64,1.03,1.03
 07/28  07:00:00,3.29,11.81,3.29,2.06,2.06
 07/28  08:00:00,11.015,39.54833333,11.015,6.895,6.883333333
 07/28  09:00:00,15.61,56.08,15.61,9.77,9.77
 07/28  10:00:00,10.43833333,37.49833333,10.42833333,6.535,6.531666667
 07/28  11:00:00,6.985,25.11,6.981666667,4.371666667,4.38
 07/28  12:00:00,8.22,29.52,8.22,5.14,5.14
 07/28  13:00:00,10.96666667,39.40166667,10.96333333,6.858333333,6.868333333
 07/28  14:00:00,11.01666667,39.61,11.02,6.895,6.9
 07/28  15:00:00,14.985,53.835,14.985,9.376666667,9.38
 07/28  16:00:00,5.08,18.25833333,5.081666667,3.173333333,3.185
 07/28  17:00:00,2.97,10.68,2.973333333,1.856666667,1.865
 07/28  18:00:00,0.065,0.235,0.066666667,0.035,0.035
 07/28  19:00:00,1.405,5.055,1.406666667,0.881666667,0.881666667
 07/28  20:00:00,1.511666667,5.441666667,1.511666667,0.95,0.95
 07/28  21:00:00,0.766666667,2.761666667,0.766666667,0.481666667,0.481666667
 07/28  22:00:00,0.533333333,1.916666667,0.533333333,0.331666667,0.331666667
 07/28  23:00:00,0.321666667,1.153333333,0.321666667,0.203333333,0.201666667
 07/28  24:00:00,0,0,0,0,0
 07/29  01:00:00,0,0,0,0,0
 07/29  02:00:00,0,0,0,0,0
 07/29  03:00:00,0,0,0,0,0
 07/29  04:00:00,0,0,0,0,0
 07/29  05:00:00,0,0,0,0,0
 07/29  06:00:00,1.64,5.9,1.64,1.03,1.03
 07/29  07:00:00,3.29,11.81,3.29,2.06,2.06
 07/29  08:00:00,11.01666667,39.56333333,11.015,6.895,6.883333333
 07/29  09:00:00,15.61,56.08,15.61,9.77,9.77
 07/29  10:00:00,10.65333333,38.27666667,10.645,6.666666667,6.668333333
 07/29  11:00:00,6.868333333,24.67666667,6.86,4.298333333,4.3
 07/29  12:00:00,8.22,29.52,8.22,5.14,5.14
 07/29  13:00:00,11.12166667,39.97666667,11.12166667,6.956666667,6.961666667
 07/29  14:00:00,10.94833333,39.36333333,10.94833333,6.848333333,6.853333333
 07/29  15:00:00,15.33666667,55.09833333,15.33833333,9.596666667,9.598333333
 07/29  16:00:00,5.261666667,18.92166667,5.263333333,3.29,3.293333333
 07/29  17:00:00,2.683333333,9.646666667,2.686666667,1.68,1.683333333
 07/29  18:00:00,0.273333333,0.983333333,0.273333333,0.171666667,0.171666667
 07/29  19:00:00,1.431666667,5.143333333,1.431666667,0.896666667,0.896666667
 07/29  20:00:00,1.426666667,5.135,1.426666667,0.895,0.895
 07/29  21:00:00,0.8,2.875,0.801666667,0.5,0.5
 07/29  22:00:00,0.77,2.77,0.77,0.48,0.48
 07/29  23:00:00,0.148333333,0.531666667,0.148333333,0.093333333,0.093333333
 07/29  24:00:00,0,0,0,0,0
 07/30  01:00:00,0,0,0,0,0
 07/30  02:00:00,0,0,0,0,0
 07/30  03:00:00,0,0,0,0,0
 07/30  04:00:00,0,0,0,0,0
 07/30  05:00:00,0,0,0,0,0
 07/30  06:00:00,1.64,5.9,1.64,1.03,1.03
 07/30  07:00:00,3.29,11.81,3.29,2.06,2.06
 07/30  08:00:00,15.51333333,55.735,15.51333333,9.71,9.71
 07/30  09:00:00,14.39166667,51.715,14.39166667,9.006666667,9.006666667
 07/30  10:00:00,12.65166667,45.46,12.64833333,7.913333333,7.913333333
 07/30  11:00:00,7.163333333,25.73333333,7.156666667,4.483333333,4.483333333
 07/30  12:00:00,8.22,29.52,8.22,5.14,5.14
 07/30  13:00:00,12.62333333,45.36666667,12.61666667,7.895,7.901666667
 07/30  14:00:00,14.40833333,51.77833333,14.405,9,9.018333333
 07/30  15:00:00,11.91,42.8,11.915,7.438333333,7.451666667
 07/30  16:00:00,7.18,25.82833333,7.183333333,4.481666667,4.495
 07/30  17:00:00,2.961666667,10.65833333,2.965,1.855,1.855
 07/30  18:00:00,0,0.025,0,0,0
 07/30  19:00:00,1.525,5.486666667,1.525,0.958333333,0.958333333
 07/30  20:00:00,1.358333333,4.878333333,1.358333333,0.85,0.85
 07/30  21:00:00,0.946666667,3.403333333,0.946666667,0.595,0.591666667
 07/30  22:00:00,0.626666667,2.253333333,0.626666667,0.388333333,0.388333333
 07/30  23:00:00,0.223333333,0.8,0.223333333,0.138333333,0.138333333
 07/30  24:00:00,0,0,0,0,0
 07/31  01:00:00,0,0,0,0,0
 07/31  02:00:00,0,0,0,0,0
 07/31  03:00:00,0,0,0,0,0
 07/31  04:00:00,0,0,0,0,0
 07/31  05:00:00,0,0,0,0,0
 07/31  06:00:00,1.64,5.9,1.64,1.03,1.03
 07/31  07:00:00,3.29,11.81,3.29,2.06,2.06
 07/31  08:00:00,13.60166667,48.86333333,13.60166667,8.513333333,8.511666667
 07/31  09:00:00,13.23666667,47.56166667,13.235,8.286666667,8.28
 07/31  10:00:00,15.03,53.98333333,15.02,9.408333333,9.395
 07/31  11:00:00,6.34,22.76,6.333333333,3.971666667,3.97
 07/31  12:00:00,8.22,29.52,8.22,5.14,5.14
 07/31  13:00:00,15.47166667,55.59166667,15.46833333,9.681666667,9.683333333
 07/31  14:00:00,9.951666667,35.775,9.953333333,6.216666667,6.231666667
 07/31  15:00:00,11.58666667,41.65833333,11.59166667,7.24,7.253333333
 07/31  16:00:00,9.716666667,34.94833333,9.721666667,6.075,6.083333333
 07/31  17:00:00,3.073333333,11.065,3.078333333,1.928333333,1.926666667
 07/31  18:00:00,0.028333333,0.1,0.028333333,0.018333333,0.016666667
 07/31  19:00:00,1.535,5.523333333,1.535,0.963333333,0.963333333
 07/31  20:00:00,1.548333333,5.57,1.548333333,0.971666667,0.971666667
 07/31  21:00:00,0.761666667,2.73,0.761666667,0.476666667,0.475
 07/31  22:00:00,0.685,2.465,0.685,0.426666667,0.426666667
 07/31  23:00:00,0.206666667,0.74,0.206666667,0.126666667,0.126666667
 07/31  24:00:00,0,0,0,0,0
 08/01  01:00:00,0,0,0,0,0
 08/01  02:00:00,0,0,0,0,0
 08/01  03:00:00,0,0,0,0,0
 08/01  04:00:00,0,0,0,0,0
 08/01  05:00:00,0,0,0,0,0
 08/01  06:00:00,1.635,5.881666667,1.635,1.026666667,1.026666667
 08/01  07:00:00,1.64,5.9,1.64,1.03,1.03
 08/01  08:00:00,4.93,17.71,4.93,3.08,3.08
 08/01  09:00:00,4.93,17.71,4.93,3.08,3.08
 08/01  10:00:00,4.93,17.71,4.93,3.08,3.08
 08/01  11:00:00,4.93,17.71,4.93,3.08,3.08
 08/01  12:00:00,1.64,5.9,1.64,1.03,1.03
 08/01  13:00:00,1.64,5.9,1.64,1.03,1.03
 08/01  14:00:00,1.64,5.9,1.64,1.03,1.03
 08/01  15:00:00,1.64,5.9,1.64,1.03,1.03
 08/01  16:00:00,1.64,5.9,1.64,1.03,1.03
 08/01  17:00:00,0.82,2.95,0.82,0.51,0.51
 08/01  18:00:00,0.82,2.95,0.82,0.51,0.51
 08/01  19:00:00,0,0,0,0,0
 08/01  20:00:00,0,0,0,0,0
 08/01  21:00:00,0,0,0,0,0
 08/01  22:00:00,0,0,0,0,0
 08/01  23:00:00,0,0,0,0,0
 08/01  24:00:00,0,0,0,0,0
 08/02  01:00:00,0,0,0,0,0
 08/02  02:00:00,0,0,0,0,0
 08/02  03:00:00,0,0,0,0,0
 08/02  04:00:00,0,0,0,0,0
 08/02  05:00:00,0,0,0,0,0
 08/02  06:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  07:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  08:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  09:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  10:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  11:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  12:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  13:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  14:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  15:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  16:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  17:00:00,0.82,2.95,0.82,0.51,0.51
 08/02  18:00:00,0,0,0,0,0
 08/02  19:00:00,0,0,0,0,0
 08/02  20:00:00,0,0,0,0,0
 08/02  21:00:00,0,0,0,0,0
 08/02  22:00:00,0,0,0,0,0
 08/02  23:00:00,0,0,0,0,0
 08/02  24:00:00,0,0,0,0,0
 08/03  01:00:00,0,0,0,0,0
 08/03  02:00:00,0,0,0,0,0
 08/03  03:00:00,0,0,0,0,0
 08/03  04:00:00,0,0,0,0,0
 08/03  05:00:00,0,0,0,0,0
 08/03  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/03  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/03  08:00:00,11,39.49833333,11.00166667,6.885,6.875
 08/03  09:00:00,15.61,56.08,15.61,9.77,9.77
 08/03  10:00:00,10.52,37.785,10.51,6.583333333,6.585
 08/03  11:00:00,7.15,25.695,7.145,4.476666667,4.48
 08/03  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/03  13:00:00,10.99833333,39.52,10.995,6.881666667,6.89
 08/03  14:00:00,10.99666667,39.53,11,6.876666667,6.885
 08/03  15:00:00,15.10166667,54.255,15.10333333,9.445,9.453333333
 08/03  16:00:00,5.195,18.68333333,5.2,3.246666667,3.256666667
 08/03  17:00:00,2.903333333,10.435,2.906666667,1.818333333,1.82
 08/03  18:00:00,0.081666667,0.293333333,0.081666667,0.051666667,0.051666667
 08/03  19:00:00,1.513333333,5.435,1.513333333,0.948333333,0.948333333
 08/03  20:00:00,1.303333333,4.683333333,1.303333333,0.816666667,0.816666667
 08/03  21:00:00,0.936666667,3.371666667,0.938333333,0.588333333,0.588333333
 08/03  22:00:00,0.54,1.941666667,0.54,0.335,0.335
 08/03  23:00:00,0.121666667,0.436666667,0.121666667,0.076666667,0.076666667
 08/03  24:00:00,0,0,0,0,0
 08/04  01:00:00,0,0,0,0,0
 08/04  02:00:00,0,0,0,0,0
 08/04  03:00:00,0,0,0,0,0
 08/04  04:00:00,0,0,0,0,0
 08/04  05:00:00,0,0,0,0,0
 08/04  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/04  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/04  08:00:00,10.91,39.175,10.90833333,6.826666667,6.823333333
 08/04  09:00:00,15.61,56.08,15.61,9.77,9.77
 08/04  10:00:00,10.61166667,38.12166667,10.60666667,6.641666667,6.641666667
 08/04  11:00:00,7.108333333,25.52666667,7.098333333,4.448333333,4.451666667
 08/04  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/04  13:00:00,11.07166667,39.79666667,11.07166667,6.926666667,6.935
 08/04  14:00:00,11.02833333,39.62666667,11.02333333,6.895,6.905
 08/04  15:00:00,14.86,53.385,14.86,9.296666667,9.303333333
 08/04  16:00:00,5.123333333,18.425,5.125,3.206666667,3.21
 08/04  17:00:00,3.056666667,10.97833333,3.061666667,1.915,1.915
 08/04  18:00:00,0.046666667,0.17,0.048333333,0.03,0.03
 08/04  19:00:00,1.43,5.138333333,1.43,0.895,0.895
 08/04  20:00:00,1.461666667,5.26,1.461666667,0.918333333,0.918333333
 08/04  21:00:00,0.908333333,3.266666667,0.908333333,0.568333333,0.568333333
 08/04  22:00:00,0.535,1.926666667,0.535,0.333333333,0.333333333
 08/04  23:00:00,0.295,1.055,0.295,0.183333333,0.183333333
 08/04  24:00:00,0,0,0,0,0
 08/05  01:00:00,0,0,0,0,0
 08/05  02:00:00,0,0,0,0,0
 08/05  03:00:00,0,0,0,0,0
 08/05  04:00:00,0,0,0,0,0
 08/05  05:00:00,0,0,0,0,0
 08/05  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/05  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/05  08:00:00,10.85833333,39.00833333,10.85833333,6.795,6.793333333
 08/05  09:00:00,15.61,56.08,15.61,9.77,9.77
 08/05  10:00:00,10.72333333,38.51166667,10.71666667,6.71,6.706666667
 08/05  11:00:00,6.988333333,25.09666667,6.98,4.373333333,4.375
 08/05  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/05  13:00:00,11.23166667,40.36,11.22333333,7.02,7.028333333
 08/05  14:00:00,10.83166667,38.92666667,10.83,6.766666667,6.778333333
 08/05  15:00:00,15.09166667,54.22166667,15.095,9.438333333,9.445
 08/05  16:00:00,5.015,18.03166667,5.016666667,3.13,3.138333333
 08/05  17:00:00,3.138333333,11.28166667,3.145,1.968333333,1.966666667
 08/05  18:00:00,0.038333333,0.138333333,0.038333333,0.025,0.023333333
 08/05  19:00:00,1.246666667,4.481666667,1.246666667,0.78,0.78
 08/05  20:00:00,1.478333333,5.318333333,1.48,0.928333333,0.928333333
 08/05  21:00:00,0.71,2.555,0.71,0.445,0.446666667
 08/05  22:00:00,0.65,2.336666667,0.65,0.405,0.405
 08/05  23:00:00,0.233333333,0.853333333,0.233333333,0.145,0.145
 08/05  24:00:00,0,0,0,0,0
 08/06  01:00:00,0,0,0,0,0
 08/06  02:00:00,0,0,0,0,0
 08/06  03:00:00,0,0,0,0,0
 08/06  04:00:00,0,0,0,0,0
 08/06  05:00:00,0,0,0,0,0
 08/06  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/06  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/06  08:00:00,15.42666667,55.42333333,15.42666667,9.655,9.655
 08/06  09:00:00,14.36333333,51.605,14.36333333,8.99,8.986666667
 08/06  10:00:00,12.74833333,45.795,12.74166667,7.978333333,7.975
 08/06  11:00:00,6.973333333,25.04333333,6.968333333,4.365,4.363333333
 08/06  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/06  13:00:00,12.67666667,45.56,12.67333333,7.93,7.936666667
 08/06  14:00:00,14.30666667,51.42833333,14.30833333,8.951666667,8.951666667
 08/06  15:00:00,12.035,43.26166667,12.03666667,7.525,7.531666667
 08/06  16:00:00,7.11,25.58333333,7.113333333,4.45,4.45
 08/06  17:00:00,2.993333333,10.755,2.998333333,1.878333333,1.878333333
 08/06  18:00:00,0.093333333,0.335,0.093333333,0.058333333,0.058333333
 08/06  19:00:00,1.566666667,5.638333333,1.566666667,0.983333333,0.983333333
 08/06  20:00:00,1.386666667,4.986666667,1.385,0.87,0.87
 08/06  21:00:00,0.751666667,2.713333333,0.751666667,0.47,0.47
 08/06  22:00:00,0.55,1.993333333,0.55,0.341666667,0.341666667
 08/06  23:00:00,0.27,0.97,0.27,0.17,0.168333333
 08/06  24:00:00,0,0,0,0,0
 08/07  01:00:00,0,0,0,0,0
 08/07  02:00:00,0,0,0,0,0
 08/07  03:00:00,0,0,0,0,0
 08/07  04:00:00,0,0,0,0,0
 08/07  05:00:00,0,0,0,0,0
 08/07  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/07  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/07  08:00:00,13.62,48.935,13.62,8.521666667,8.521666667
 08/07  09:00:00,13.33666667,47.925,13.33333333,8.343333333,8.34
 08/07  10:00:00,14.96333333,53.76833333,14.96166667,9.363333333,9.363333333
 08/07  11:00:00,6.325,22.73,6.318333333,3.958333333,3.956666667
 08/07  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/07  13:00:00,15.61,56.08,15.61,9.77,9.77
 08/07  14:00:00,9.47,34.05833333,9.47,5.923333333,5.925
 08/07  15:00:00,11.73,42.16666667,11.73,7.336666667,7.338333333
 08/07  16:00:00,9.615,34.57166667,9.615,6.011666667,6.015
 08/07  17:00:00,2.986666667,10.73833333,2.986666667,1.87,1.87
 08/07  18:00:00,0.073333333,0.261666667,0.075,0.045,0.045
 08/07  19:00:00,1.418333333,5.105,1.418333333,0.89,0.89
 08/07  20:00:00,1.443333333,5.191666667,1.443333333,0.905,0.905
 08/07  21:00:00,0.755,2.715,0.755,0.473333333,0.471666667
 08/07  22:00:00,0.576666667,2.076666667,0.576666667,0.36,0.36
 08/07  23:00:00,0.273333333,0.983333333,0.273333333,0.17,0.17
 08/07  24:00:00,0,0,0,0,0
 08/08  01:00:00,0,0,0,0,0
 08/08  02:00:00,0,0,0,0,0
 08/08  03:00:00,0,0,0,0,0
 08/08  04:00:00,0,0,0,0,0
 08/08  05:00:00,0,0,0,0,0
 08/08  06:00:00,1.63,5.86,1.63,1.023333333,1.023333333
 08/08  07:00:00,1.64,5.9,1.64,1.03,1.03
 08/08  08:00:00,4.93,17.71,4.93,3.08,3.08
 08/08  09:00:00,4.93,17.71,4.93,3.08,3.08
 08/08  10:00:00,4.93,17.71,4.93,3.08,3.08
 08/08  11:00:00,4.913333333,17.65333333,4.913333333,3.07,3.071666667
 08/08  12:00:00,1.64,5.9,1.64,1.03,1.03
 08/08  13:00:00,1.64,5.9,1.64,1.03,1.03
 08/08  14:00:00,1.64,5.9,1.64,1.03,1.03
 08/08  15:00:00,1.64,5.9,1.64,1.03,1.03
 08/08  16:00:00,1.64,5.9,1.64,1.03,1.03
 08/08  17:00:00,0.82,2.95,0.82,0.51,0.51
 08/08  18:00:00,0.82,2.95,0.82,0.51,0.51
 08/08  19:00:00,0,0,0,0,0
 08/08  20:00:00,0,0,0,0,0
 08/08  21:00:00,0,0,0,0,0
 08/08  22:00:00,0,0,0,0,0
 08/08  23:00:00,0,0,0,0,0
 08/08  24:00:00,0,0,0,0,0
 08/09  01:00:00,0,0,0,0,0
 08/09  02:00:00,0,0,0,0,0
 08/09  03:00:00,0,0,0,0,0
 08/09  04:00:00,0,0,0,0,0
 08/09  05:00:00,0,0,0,0,0
 08/09  06:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  07:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  08:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  09:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  10:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  11:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  12:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  13:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  14:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  15:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  16:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  17:00:00,0.82,2.95,0.82,0.51,0.51
 08/09  18:00:00,0,0,0,0,0
 08/09  19:00:00,0,0,0,0,0
 08/09  20:00:00,0,0,0,0,0
 08/09  21:00:00,0,0,0,0,0
 08/09  22:00:00,0,0,0,0,0
 08/09  23:00:00,0,0,0,0,0
 08/09  24:00:00,0,0,0,0,0
 08/10  01:00:00,0,0,0,0,0
 08/10  02:00:00,0,0,0,0,0
 08/10  03:00:00,0,0,0,0,0
 08/10  04:00:00,0,0,0,0,0
 08/10  05:00:00,0,0,0,0,0
 08/10  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/10  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/10  08:00:00,10.98166667,39.44166667,10.985,6.88,6.863333333
 08/10  09:00:00,15.55666667,55.885,15.555,9.736666667,9.735
 08/10  10:00:00,10.77333333,38.70333333,10.76333333,6.746666667,6.748333333
 08/10  11:00:00,6.856666667,24.63333333,6.846666667,4.291666667,4.298333333
 08/10  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/10  13:00:00,10.94833333,39.36666667,10.945,6.848333333,6.863333333
 08/10  14:00:00,10.925,39.28833333,10.93166667,6.831666667,6.846666667
 08/10  15:00:00,14.905,53.56,14.91,9.326666667,9.333333333
 08/10  16:00:00,5.076666667,18.28333333,5.088333333,3.17,3.185
 08/10  17:00:00,3.11,11.195,3.118333333,1.95,1.953333333
 08/10  18:00:00,0,0,0,0,0
 08/10  19:00:00,1.543333333,5.55,1.543333333,0.968333333,0.968333333
 08/10  20:00:00,1.523333333,5.481666667,1.525,0.956666667,0.956666667
 08/10  21:00:00,0.673333333,2.413333333,0.675,0.421666667,0.42
 08/10  22:00:00,0.718333333,2.583333333,0.718333333,0.448333333,0.448333333
 08/10  23:00:00,0.315,1.131666667,0.315,0.198333333,0.198333333
 08/10  24:00:00,0,0,0,0,0
 08/11  01:00:00,0,0,0,0,0
 08/11  02:00:00,0,0,0,0,0
 08/11  03:00:00,0,0,0,0,0
 08/11  04:00:00,0,0,0,0,0
 08/11  05:00:00,0,0,0,0,0
 08/11  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/11  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/11  08:00:00,11.055,39.70833333,11.05666667,6.92,6.918333333
 08/11  09:00:00,15.61,56.08,15.61,9.77,9.77
 08/11  10:00:00,10.70166667,38.44833333,10.70333333,6.698333333,6.696666667
 08/11  11:00:00,6.88,24.72833333,6.88,4.308333333,4.305
 08/11  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/11  13:00:00,11.05666667,39.72833333,11.055,6.916666667,6.92
 08/11  14:00:00,10.93833333,39.32333333,10.94,6.841666667,6.845
 08/11  15:00:00,15.34,55.125,15.34166667,9.6,9.6
 08/11  16:00:00,5.128333333,18.45166667,5.131666667,3.211666667,3.211666667
 08/11  17:00:00,3.06,10.99666667,3.061666667,1.918333333,1.915
 08/11  18:00:00,0.098333333,0.35,0.098333333,0.061666667,0.061666667
 08/11  19:00:00,1.53,5.5,1.53,0.958333333,0.958333333
 08/11  20:00:00,1.456666667,5.24,1.456666667,0.913333333,0.913333333
 08/11  21:00:00,0.508333333,1.831666667,0.508333333,0.318333333,0.318333333
 08/11  22:00:00,0.553333333,1.993333333,0.553333333,0.338333333,0.338333333
 08/11  23:00:00,0.083333333,0.301666667,0.083333333,0.053333333,0.053333333
 08/11  24:00:00,0,0,0,0,0
 08/12  01:00:00,0,0,0,0,0
 08/12  02:00:00,0,0,0,0,0
 08/12  03:00:00,0,0,0,0,0
 08/12  04:00:00,0,0,0,0,0
 08/12  05:00:00,0,0,0,0,0
 08/12  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/12  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/12  08:00:00,10.88666667,39.095,10.885,6.81,6.798333333
 08/12  09:00:00,15.57,55.93166667,15.56833333,9.745,9.743333333
 08/12  10:00:00,10.63,38.165,10.61166667,6.651666667,6.653333333
 08/12  11:00:00,7.011666667,25.18333333,6.996666667,4.385,4.395
 08/12  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/12  13:00:00,11.24333333,40.43,11.24333333,7.031666667,7.045
 08/12  14:00:00,11.01666667,39.63333333,11.01833333,6.885,6.9
 08/12  15:00:00,15.33666667,55.11,15.33833333,9.583333333,9.605
 08/12  16:00:00,4.98,17.90333333,4.985,3.101666667,3.125
 08/12  17:00:00,3.07,11.045,3.075,1.923333333,1.923333333
 08/12  18:00:00,0.056666667,0.205,0.056666667,0.036666667,0.036666667
 08/12  19:00:00,1.543333333,5.553333333,1.543333333,0.97,0.97
 08/12  20:00:00,1.518333333,5.463333333,1.518333333,0.953333333,0.953333333
 08/12  21:00:00,0.763333333,2.74,0.763333333,0.476666667,0.476666667
 08/12  22:00:00,0.601666667,2.163333333,0.601666667,0.375,0.375
 08/12  23:00:00,0,0,0,0,0
 08/12  24:00:00,0,0,0,0,0
 08/13  01:00:00,0,0,0,0,0
 08/13  02:00:00,0,0,0,0,0
 08/13  03:00:00,0,0,0,0,0
 08/13  04:00:00,0,0,0,0,0
 08/13  05:00:00,0,0,0,0,0
 08/13  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/13  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/13  08:00:00,15.6,56.04333333,15.6,9.763333333,9.763333333
 08/13  09:00:00,14.36166667,51.59166667,14.36,8.991666667,8.981666667
 08/13  10:00:00,12.56333333,45.115,12.55166667,7.861666667,7.86
 08/13  11:00:00,6.841666667,24.58666667,6.835,4.285,4.288333333
 08/13  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/13  13:00:00,12.46166667,44.785,12.455,7.795,7.803333333
 08/13  14:00:00,14.29,51.36,14.29,8.935,8.948333333
 08/13  15:00:00,12.01,43.17333333,12.01666667,7.503333333,7.523333333
 08/13  16:00:00,7.17,25.78333333,7.176666667,4.476666667,4.491666667
 08/13  17:00:00,3.065,11.02666667,3.075,1.92,1.923333333
 08/13  18:00:00,0,0,0,0,0
 08/13  19:00:00,1.39,4.998333333,1.39,0.871666667,0.871666667
 08/13  20:00:00,1.436666667,5.168333333,1.436666667,0.9,0.9
 08/13  21:00:00,0.831666667,2.983333333,0.831666667,0.52,0.52
 08/13  22:00:00,0.615,2.211666667,0.615,0.383333333,0.383333333
 08/13  23:00:00,0.105,0.376666667,0.105,0.065,0.065
 08/13  24:00:00,0,0,0,0,0
 08/14  01:00:00,0,0,0,0,0
 08/14  02:00:00,0,0,0,0,0
 08/14  03:00:00,0,0,0,0,0
 08/14  04:00:00,0,0,0,0,0
 08/14  05:00:00,0,0,0,0,0
 08/14  06:00:00,1.64,5.9,1.64,1.03,1.03
 08/14  07:00:00,3.29,11.81,3.29,2.06,2.06
 08/14  08:00:00,13.56666667,48.73,13.56666667,8.493333333,8.478333333
 08/14  09:00:00,13.35666667,47.96333333,13.34833333,8.361666667,8.35
 08/14  10:00:00,15.10666667,54.27333333,15.09833333,9.456666667,9.456666667
 08/14  11:00:00,6.248333333,22.45,6.238333333,3.911666667,3.913333333
 08/14  12:00:00,8.22,29.52,8.22,5.14,5.14
 08/14  13:00:00,15.61,56.08,15.61,9.77,9.77
 08/14  14:00:00,10.11333333,36.375,10.11833333,6.32,6.336666667
 08/14  15:00:00,11.6,41.68,11.60333333,7.246666667,7.265
 08/14  16:00:00,9.661666667,34.735,9.668333333,6.04,6.051666667
 08/14  17:00:00,3.143333333,11.31,3.153333333,1.97,1.971666667
 08/14  18:00:00,0,0,0,0,0
 08/14  19:00:00,1.528333333,5.495,1.528333333,0.958333333,0.958333333
 08/14  20:00:00,1.555,5.591666667,1.556666667,0.973333333,0.973333333
 08/14  21:00:00,0.781666667,2.811666667,0.781666667,0.491666667,0.491666667
 08/14  22:00:00,0.62,2.228333333,0.62,0.386666667,0.386666667
 08/14  23:00:00,0.013333333,0.045,0.013333333,0.008333333,0.008333333
 08/14  24:00:00,0,0,0,0,0
 08/15  01:00:00,0,0,0,0,0
 08/15  02:00:00,0,0,0,0,0
 08/15  03:00:00,0,0,0,0,0
 08/15  04:00:00,0,0,0,0,0
 08/15  05:00:00,0,0,0,0,0
 08/15  06:00:00,1.64,5.9,1.64,1.03,1.03
