Date/Time,Target_S1 BACK:Zone People Occupant Count,Target_S1 CORE:Zone People Occupant Count,Target_S1 FRONT:Zone People Occupant Count,Target_S1 LEFT:Zone People Occupant Count,Target_S1 RIGHT:Zone People Occupant Count,Target_S1 BACK:Zone Infiltration Air Change,Target_S1 CORE:Zone Infiltration Air Change,Target_S1 FRONT:Zone Infiltration Air Change,Target_S1 LEFT:Zone Infiltration Air Change,Target_S1 RIGHT:Zone Infiltration Air Change,Baseline_S1 BACK:Zone People Occupant Count,Baseline_S1 CORE:Zone People Occupant Count,Baseline_S1 FRONT:Zone People Occupant Count,Baseline_S1 LEFT:Zone People Occupant Count,Baseline_S1 RIGHT:Zone People Occupant Count,Baseline_S1 BACK:Zone Infiltration Air Change,Baseline_S1 CORE:Zone Infiltration Air Change,Baseline_S1 FRONT:Zone Infiltration Air Change,Baseline_S1 LEFT:Zone Infiltration Air Change,Baseline_S1 RIGHT:Zone Infiltration Air Change
 02/20  23:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.562152129,2.563085556,2.562296721,2.562191345,2.562176001,0.547684,1.967857664,0.547684,0.342706,0.342706,1.029170819,1.029986305,1.029228607,1.029167533,1.029159765
 02/20  24:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.56887287,2.569510733,2.568994119,2.568941974,2.568922682,0.547684,1.967857664,0.547684,0.342706,0.342706,1.032177569,1.032877352,1.032229741,1.032187939,1.032178262
 02/21  01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  07:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0,0,0,0,0,1.095368,3.935715328,1.095368,0.685412,0.685412,0,0,0,0,0
 02/21  08:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0,0,0,0,0,1.095368,3.935715328,1.095368,0.685412,0.685412,0,0,0,0,0
 02/21  09:00:00,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,0,0,0,0,0,3.286104,11.80714598,3.286104,2.056236,2.056236,0,0,0,0,0
 02/21  10:00:00,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,0,0,0,0,0,3.286104,11.80714598,3.286104,2.056236,2.056236,0,0,0,0,0
 02/21  11:00:00,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,0,0,0,0,0,3.286104,11.80714598,3.286104,2.056236,2.056236,0,0,0,0,0
 02/21  12:00:00,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,0,0,0,0,0,3.286104,11.80714598,3.286104,2.056236,2.056236,0,0,0,0,0
 02/21  13:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0,0,0,0,0,1.095368,3.935715328,1.095368,0.685412,0.685412,0,0,0,0,0
 02/21  14:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0,0,0,0,0,1.095368,3.935715328,1.095368,0.685412,0.685412,0,0,0,0,0
 02/21  15:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0,0,0,0,0,1.095368,3.935715328,1.095368,0.685412,0.685412,0,0,0,0,0
 02/21  16:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0,0,0,0,0,1.095368,3.935715328,1.095368,0.685412,0.685412,0,0,0,0,0
 02/21  17:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0,0,0,0,0,1.095368,3.935715328,1.095368,0.685412,0.685412,0,0,0,0,0
 02/21  18:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/21  19:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/21  20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/21  24:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  07:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  08:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  09:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  10:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  11:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  12:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  13:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  14:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  15:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  16:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  17:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  18:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,0,0,0,0,0,0.547684,1.967857664,0.547684,0.342706,0.342706,0,0,0,0,0
 02/22  19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/22  24:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/23  01:00:00,0,0,0,0,0,2.581351853,2.58274048,2.581479864,2.58162519,2.581482333,0,0,0,0,0,1.03858611,1.039741425,1.038662596,1.03865389,1.038597141
 02/23  02:00:00,0,0,0,0,0,2.575031586,2.575745271,2.57516797,2.575350188,2.575227444,0,0,0,0,0,1.036817621,1.037720009,1.036886862,1.036902006,1.036851349
 02/23  03:00:00,0,0,0,0,0,2.573069957,2.573947915,2.573198668,2.573353503,2.573249945,0,0,0,0,0,1.036247214,1.037132601,1.036310638,1.036327795,1.036283551
 02/23  04:00:00,0,0,0,0,0,2.573638827,2.574523469,2.573743487,2.573919819,2.573815784,0,0,0,0,0,1.036826463,1.037695364,1.036879184,1.036910607,1.036865705
 02/23  05:00:00,0,0,0,0,0,2.572365598,2.573304195,2.572443542,2.572634047,2.572528819,0,0,0,0,0,1.036517752,1.037393433,1.036559184,1.036601591,1.036555882
 02/23  06:00:00,0,0,0,0,0,2.586176296,2.586596736,2.586245206,2.586329445,2.586268018,0,0,0,0,0,1.039535835,1.040011105,1.03957402,1.039601956,1.039570265
 02/23  07:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.586594109,2.586939334,2.586645054,2.586730657,2.586676964,1.095368,3.935715328,1.095368,0.685412,0.685412,1.039206885,1.039638214,1.039242022,1.039267835,1.03923904
 02/23  08:00:00,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,0.777411963,0.778060874,0.777607499,0.777414715,0.778024397,2.190736,7.871430656,2.190736,1.370824,1.370824,0.259778864,0.260040816,0.259796774,0.259781434,0.259950816
 02/23  09:00:00,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,0.777423869,0.778588336,0.778259489,0.777364309,0.779127275,10.405996,37.38929562,10.405996,6.511414,6.511414,0.259656817,0.260116246,0.259818586,0.259633649,0.260153117
 02/23  10:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.77429139,0.775567646,0.775917918,0.774210468,0.77628002,10.405996,37.38929562,10.405996,6.511414,6.511414,0.258751746,0.259300647,0.259183863,0.258717427,0.259349575
 02/23  11:00:00,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,0.771213939,0.77267974,0.773476418,0.771123456,0.772730915,10.405996,37.38929562,10.405996,6.511414,6.511414,0.25765894,0.258293686,0.258317323,0.257620292,0.258083726
 02/23  12:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.768825518,0.770340523,0.77163525,0.768753944,0.769653644,10.405996,37.38929562,10.405996,6.511414,6.511414,0.257024038,0.257728156,0.257866442,0.256985396,0.257221584
 02/23  13:00:00,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,0.765734857,0.767255753,0.768864883,0.765668944,0.766205468,5.47684,19.67857664,5.47684,3.42706,3.42706,0.256007622,0.256729156,0.256968271,0.25597258,0.256151473
 02/23  14:00:00,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,0.765422587,0.767133354,0.768815203,0.765540284,0.765847462,10.405996,37.38929562,10.405996,6.511414,6.511414,0.255915619,0.256699022,0.256977133,0.255883339,0.256045128
 02/23  15:00:00,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,0.762808006,0.76440173,0.766117703,0.763711541,0.763215106,10.405996,37.38929562,10.405996,6.511414,6.511414,0.255221207,0.256007022,0.25627988,0.255358645,0.255355352
 02/23  16:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.75972503,0.76120588,0.762502994,0.761159909,0.760156,10.405996,37.38929562,10.405996,6.511414,6.511414,0.254270023,0.254993686,0.255129663,0.254631853,0.254412769
 02/23  17:00:00,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,0.760725508,0.762195287,0.76300553,0.762475017,0.761171346,10.405996,37.38929562,10.405996,6.511414,6.511414,0.254485317,0.255153917,0.255148204,0.25498091,0.254629347
 02/23  18:00:00,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,0.761566349,0.762747576,0.763339025,0.762789292,0.762086026,3.286104,11.80714598,3.286104,2.056236,2.056236,0.254740397,0.255269477,0.255288084,0.255122765,0.25489579
 02/23  19:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0.76890203,0.769889342,0.770457,0.769509409,0.769471366,1.095368,3.935715328,1.095368,0.685412,0.685412,0.257249307,0.25769676,0.257775368,0.257445455,0.257436763
 02/23  20:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.572202601,2.573606654,2.576939427,2.573982955,2.574170756,1.095368,3.935715328,1.095368,0.685412,0.685412,1.034428227,1.035621567,1.036487096,1.035131174,1.035256047
 02/23  21:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.57816845,2.579247849,2.582733081,2.579975384,2.580081307,1.095368,3.935715328,1.095368,0.685412,0.685412,1.036689588,1.037677427,1.0387261,1.037425691,1.037521678
 02/23  22:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.581053007,2.581986662,2.585468669,2.582906427,2.582885985,1.095368,3.935715328,1.095368,0.685412,0.685412,1.037773931,1.038686687,1.039773885,1.038547223,1.038584181
 02/23  23:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.579738867,2.580476871,2.583983672,2.581609514,2.581494909,0.547684,1.967857664,0.547684,0.342706,0.342706,1.036997464,1.037800839,1.038950402,1.037799479,1.037787535
 02/23  24:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.580601712,2.581250357,2.584655199,2.582452331,2.582277769,0.547684,1.967857664,0.547684,0.342706,0.342706,1.037191633,1.037942662,1.039078805,1.038000043,1.037953792
 02/24  01:00:00,0,0,0,0,0,2.571472677,2.572399141,2.576822463,2.574043301,2.573746219,0,0,0,0,0,1.035803362,1.036824489,1.038167291,1.036859086,1.036769187
 02/24  02:00:00,0,0,0,0,0,2.568395332,2.569476957,2.573723712,2.570984252,2.57065149,0,0,0,0,0,1.034982286,1.036053723,1.037360057,1.036064678,1.035954324
 02/24  03:00:00,0,0,0,0,0,2.566116444,2.567326032,2.571251157,2.568626685,2.568279344,0,0,0,0,0,1.03422996,1.035319472,1.036543801,1.035297576,1.03517581
 02/24  04:00:00,0,0,0,0,0,2.564111728,2.565395177,2.569034992,2.566531968,2.566179238,0,0,0,0,0,1.033501513,1.034600999,1.03573921,1.034544777,1.034416274
 02/24  05:00:00,0,0,0,0,0,2.562190048,2.563491293,2.566883964,2.564519136,2.564166592,0,0,0,0,0,1.032694632,1.03378603,1.03484597,1.033710141,1.033577971
 02/24  06:00:00,0,0,0,0,0,2.574800114,2.575545522,2.577895801,2.576288126,2.57604941,0,0,0,0,0,1.03543506,1.036159101,1.036967012,1.036146349,1.036046996
 02/24  07:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.581856003,2.582444546,2.584688034,2.583255597,2.583030218,1.095368,3.935715328,1.095368,0.685412,0.685412,1.038028781,1.038689051,1.039419742,1.038682881,1.038588129
 02/24  08:00:00,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,0.779410045,0.78004994,0.780227627,0.779813068,0.779761814,2.190736,7.871430656,2.190736,1.370824,1.370824,0.260685549,0.260977729,0.261010994,0.260844836,0.260825415
 02/24  09:00:00,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,0.782218423,0.783271876,0.783101853,0.78259626,0.782582851,10.405996,37.38929562,10.405996,6.511414,6.511414,0.261603643,0.26207061,0.261956455,0.261755563,0.261746083
 02/24  10:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.782927671,0.783975268,0.783757339,0.783271518,0.783264656,10.405996,37.38929562,10.405996,6.511414,6.511414,0.261997594,0.262505947,0.262341572,0.262135354,0.262128363
 02/24  11:00:00,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,0.782478055,0.78355319,0.783339452,0.782791824,0.78280184,10.405996,37.38929562,10.405996,6.511414,6.511414,0.261745966,0.262258251,0.262089607,0.261871875,0.26186965
 02/24  12:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.781791098,0.782817101,0.782637042,0.782067164,0.782077484,10.405996,37.38929562,10.405996,6.511414,6.511414,0.261699503,0.262248388,0.26204802,0.261811383,0.261809739
 02/24  13:00:00,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,0.781793139,0.7827745,0.782600479,0.782036653,0.782019319,5.47684,19.67857664,5.47684,3.42706,3.42706,0.261793185,0.262375943,0.262128296,0.261890268,0.261880816
 02/24  14:00:00,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,0.783689543,0.784904449,0.784457957,0.783931012,0.783869681,10.405996,37.38929562,10.405996,6.511414,6.511414,0.262378364,0.263031794,0.262693501,0.262469386,0.262447909
 02/24  15:00:00,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,0.783415186,0.784503618,0.784167994,0.783675209,0.783579516,10.405996,37.38929562,10.405996,6.511414,6.511414,0.262491364,0.26312151,0.262775047,0.262582581,0.262551801
 02/24  16:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.783116676,0.784130801,0.783808731,0.783385294,0.783279926,10.405996,37.38929562,10.405996,6.511414,6.511414,0.2624612,0.263041168,0.262711162,0.262554764,0.262521966
 02/24  17:00:00,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,0.784029476,0.785119393,0.784657025,0.784299821,0.784195418,10.405996,37.38929562,10.405996,6.511414,6.511414,0.262576498,0.263117421,0.262804585,0.262672271,0.262640778
 02/24  18:00:00,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,0.784989533,0.785837309,0.785606252,0.785291805,0.785204322,3.286104,11.80714598,3.286104,2.056236,2.056236,0.262816762,0.263233148,0.263049079,0.262919083,0.262891287
 02/24  19:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0.78594415,0.786621511,0.786520695,0.786233841,0.786178441,1.095368,3.935715328,1.095368,0.685412,0.685412,0.263161702,0.26350069,0.263388302,0.263266984,0.263247465
 02/24  20:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.609571589,2.609750855,2.611349145,2.610635941,2.610480294,1.095368,3.935715328,1.095368,0.685412,0.685412,1.050960225,1.051688957,1.05183801,1.051428215,1.051358961
 02/24  21:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.613263,2.61313993,2.614899532,2.614288837,2.614145611,1.095368,3.935715328,1.095368,0.685412,0.685412,1.052588345,1.053143417,1.053410947,1.053050061,1.052984588
 02/24  22:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.624400763,2.624070585,2.625935258,2.625404147,2.625273101,1.095368,3.935715328,1.095368,0.685412,0.685412,1.057397791,1.057887172,1.058172822,1.057850398,1.057788952
 02/24  23:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.630058511,2.629377041,2.631496403,2.631054767,2.630931148,0.547684,1.967857664,0.547684,0.342706,0.342706,1.059804094,1.060132131,1.060536383,1.060257698,1.060198441
 02/24  24:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.63359236,2.632766301,2.634930547,2.634559146,2.634435518,0.547684,1.967857664,0.547684,0.342706,0.342706,1.06120571,1.061446001,1.061892026,1.061650097,1.061590555
 02/25  01:00:00,0,0,0,0,0,2.619111007,2.617992092,2.620776665,2.620466721,2.62029275,0,0,0,0,0,1.059012302,1.059455884,1.059841441,1.059580379,1.059502852
 02/25  02:00:00,0,0,0,0,0,2.615133438,2.614211408,2.616750391,2.616468777,2.616289496,0,0,0,0,0,1.058345,1.058847044,1.059156664,1.058914776,1.058834766
 02/25  03:00:00,0,0,0,0,0,2.611718613,2.611129637,2.613236549,2.612967373,2.612791492,0,0,0,0,0,1.057316253,1.057891196,1.058084429,1.057862013,1.057782903
 02/25  04:00:00,0,0,0,0,0,2.605137839,2.604849663,2.606564129,2.606293171,2.606123826,0,0,0,0,0,1.054680924,1.05531472,1.05540762,1.055197996,1.055121179
 02/25  05:00:00,0,0,0,0,0,2.602978457,2.60290812,2.604308195,2.604049924,2.603886266,0,0,0,0,0,1.053884808,1.054594519,1.054568062,1.054371285,1.054296591
 02/25  06:00:00,0,0,0,0,0,2.626181347,2.625740264,2.627021472,2.626815553,2.626722593,0,0,0,0,0,1.059092193,1.059377601,1.059555181,1.059430448,1.059381522
 02/25  07:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.630203495,2.629694656,2.6309712,2.630791212,2.630707899,1.095368,3.935715328,1.095368,0.685412,0.685412,1.060093185,1.06033062,1.060499226,1.060397012,1.060355103
 02/25  08:00:00,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,0.796502391,0.797054472,0.79679165,0.796636756,0.796770708,2.190736,7.871430656,2.190736,1.370824,1.370824,0.266713656,0.266966213,0.266831183,0.266782792,0.266814162
 02/25  09:00:00,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,0.801041058,0.802022426,0.801505641,0.801135444,0.801533989,10.405996,37.38929562,10.405996,6.511414,6.511414,0.268158743,0.268592838,0.268314405,0.268206335,0.268319165
 02/25  10:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.801762752,0.802736915,0.802730212,0.801843777,0.80264657,10.405996,37.38929562,10.405996,6.511414,6.511414,0.268540547,0.269025076,0.268847527,0.268577679,0.268819807
 02/25  11:00:00,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,0.800781578,0.802000091,0.802782978,0.800844316,0.801929156,10.405996,37.38929562,10.405996,6.511414,6.511414,0.26812269,0.268694571,0.268755717,0.2681541,0.268441189
 02/25  12:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.7979285,0.799327545,0.800885631,0.797978949,0.798627526,10.405996,37.38929562,10.405996,6.511414,6.511414,0.267327213,0.268015464,0.268253601,0.267351141,0.267482201
 02/25  13:00:00,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,0.79458607,0.79606821,0.798025253,0.794632609,0.794901708,5.47684,19.67857664,5.47684,3.42706,3.42706,0.266303424,0.267053625,0.267396291,0.266321921,0.266401094
 02/25  14:00:00,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,0.795150267,0.796875475,0.798738276,0.795399796,0.795405566,10.405996,37.38929562,10.405996,6.511414,6.511414,0.266436419,0.267265898,0.2675966,0.266451946,0.266511407
 02/25  15:00:00,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,0.795076828,0.796570138,0.798431076,0.796082416,0.795340092,10.405996,37.38929562,10.405996,6.511414,6.511414,0.266614823,0.2674362,0.267748438,0.266819286,0.266692568
 02/25  16:00:00,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,0.795639058,0.796964503,0.798499922,0.797326224,0.795917249,10.405996,37.38929562,10.405996,6.511414,6.511414,0.266828497,0.267594168,0.26782132,0.267307239,0.26691744
 02/25  17:00:00,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,0.796187495,0.797545848,0.798446072,0.798052161,0.79648209,10.405996,37.38929562,10.405996,6.511414,6.511414,0.266849875,0.267544834,0.26758444,0.267420435,0.266950656
 02/25  18:00:00,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,0.795093759,0.796170468,0.79682171,0.796476908,0.795404769,3.286104,11.80714598,3.286104,2.056236,2.056236,0.266408373,0.266925431,0.266947072,0.266866928,0.266519953
 02/25  19:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,0.796502371,0.797370297,0.797990634,0.797214193,0.796851509,1.095368,3.935715328,1.095368,0.685412,0.685412,0.266835536,0.267246187,0.267350565,0.267085905,0.266958345
 02/25  20:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.639603417,2.63999099,2.64439809,2.641859298,2.64104651,1.095368,3.935715328,1.095368,0.685412,0.685412,1.064155196,1.065024418,1.066234603,1.065066594,1.064736361
 02/25  21:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.639921721,2.63996909,2.644495144,2.642164294,2.641343721,1.095368,3.935715328,1.095368,0.685412,0.685412,1.064284378,1.064954817,1.066337231,1.065224302,1.064889287
 02/25  22:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.642919477,2.642875016,2.647323556,2.645179708,2.644279475,1.095368,3.935715328,1.095368,0.685412,0.685412,1.065452175,1.066067253,1.067457873,1.066416348,1.066041286
 02/25  23:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.643768914,2.643514154,2.648000576,2.646046835,2.64508706,0.547684,1.967857664,0.547684,0.342706,0.342706,1.06570814,1.066209796,1.06766179,1.066698606,1.066288195
 02/25  24:00:00,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,2.645462886,2.645080015,2.649500633,2.647720052,2.646734883,0.547684,1.967857664,0.547684,0.342706,0.342706,1.066332383,1.066756079,1.068214374,1.067326028,1.066895744
 02/26  01:00:00,0,0,0,0,0,2.628944355,2.628544104,2.634308964,2.632188207,2.630775867,0,0,0,0,0,1.064090028,1.064895018,1.066499884,1.065445398,1.064855226
 02/26  02:00:00,0,0,0,0,0,2.624038549,2.623636405,2.629389476,2.627335915,2.625880991,0,0,0,0,0,1.063288065,1.064093302,1.065715359,1.064683863,1.064064848
 02/26  03:00:00,0,0,0,0,0,2.617658734,2.617714532,2.622790607,2.620824178,2.619398749,0,0,0,0,0,1.060911857,1.061795852,1.063260407,1.062278293,1.061663336
 02/26  04:00:00,0,0,0,0,0,2.615767918,2.616190668,2.620668049,2.618785292,2.617403878,0,0,0,0,0,1.06040169,1.061408253,1.062661338,1.061721264,1.061119175
 02/26  05:00:00,0,0,0,0,0,2.616480578,2.616997364,2.621175423,2.619386835,2.618041521,0,0,0,0,0,1.061066034,1.062132166,1.063246236,1.06234694,1.061755685
 02/26  06:00:00,0,0,0,0,0,2.649989582,2.649678591,2.653020399,2.651833423,2.65100834,0,0,0,0,0,1.06974792,1.070161126,1.071295695,1.070682443,1.070265874
 02/26  07:00:00,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,2.653740058,2.653124493,2.656448268,2.655382954,2.654656499,1.095368,3.935715328,1.095368,0.685412,0.685412,1.07048074,1.070763285,1.071868008,1.07133722,1.070957146
 02/26  08:00:00,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,0.80170544,0.802354004,0.802784593,0.802237287,0.802435867,2.190736,7.871430656,2.190736,1.370824,1.370824,0.268494495,0.26877395,0.268883982,0.268714288,0.268736913
 02/26  09:00:00,9.392266591,33.74691208,9.392266591,5.877086266,5.877086266,0.801667415,0.802821761,0.80335503,0.802134157,0.803356324,10.405996,37.38929562,10.405996,6.511414,6.511414,0.268463712,0.268966473,0.268982379,0.268652057,0.268994977
 02/26  10:00:00,17.18159551,61.73438408,17.18159551,10.75115554,10.75115554,0.798541022,0.800030059,0.800977413,0.798941625,0.800609957,10.405996,37.38929562,10.405996,6.511414,6.511414,0.267215055,0.267841879,0.267993403,0.267378242,0.267869553
 02/26  11:00:00,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,0.796065431,0.797759151,0.7991801,0.796414951,0.797777573,10.405996,37.38929562,10.405996,6.511414,6.511414,0.26641362,0.267163877,0.267417976,0.266558782,0.266920434
 02/26  12:00:00,13.77530914,49.49541645,13.77530914,8.619717015,8.619717015,0.793561647,0.795467438,0.797245551,0.793859989,0.794584441,10.405996,37.38929562,10.405996,6.511414,6.511414,0.265697267,0.266594335,0.266883483,0.265816396,0.265962245
